,zipcode,AGI_STUB,N1,A00100
10046,66758,21,110,3950
10047,66761,21,110,4427
10048,66762,21,9860,477829
10049,66763,21,1510,66293
10050,66767,21,190,8375
10051,66769,21,200,7399
10052,66770,21,570,26410
10053,66771,21,420,17917
10054,66772,16,110,4396
10055,66773,21,340,15564
10056,66776,21,520,22155
10057,66777,21,240,8006
10058,66779,21,270,11119
10059,66780,21,240,8211
10060,66781,21,540,23884
10061,66783,21,1040,40183
10062,66801,21,12040,513563
10063,66830,21,140,6135
10064,66833,21,220,10089
10065,66834,21,420,18240
10066,66835,21,540,23223
10067,66839,21,1950,111627
10068,66840,21,330,16004
10069,66842,21,140,5806
10070,66845,21,480,21765
10071,66846,21,1560,73289
10072,66849,21,230,10296
10073,66851,21,240,8071
10074,66852,21,320,15995
10075,66853,21,200,8595
10076,66854,21,380,14506
10077,66856,21,760,46256
10078,66857,21,430,20760
10079,66858,21,200,8332
10080,66860,21,570,30784
10081,66861,21,1450,65722
10082,66864,21,230,8725
10083,66865,21,510,24386
10084,66866,21,730,33635
10085,66868,21,320,14883
10086,66869,21,350,13161
10087,66871,21,600,31825
10088,66872,21,440,19279
10089,66873,21,120,4681
10090,66901,21,2980,127105
10091,66933,21,130,6001
10092,66935,21,1250,54944
10093,66936,21,160,6353
10094,66937,21,390,19875
10095,66938,21,460,23065
10096,66939,21,260,15982
10097,66940,21,150,5753
10098,66941,21,130,6418
10099,66942,21,130,5393
10100,66943,21,260,10844
10101,66944,21,100,4163
10102,66945,21,520,25249
10103,66948,21,230,10159
10104,66949,21,300,12964
10105,66951,21,350,20265
10106,66952,21,240,10844
10107,66953,21,320,13993
10108,66956,21,610,24140
10109,66958,21,130,4948
10110,66959,21,110,4012
10111,66962,21,140,7685
10112,66966,21,340,14990
10113,66967,21,1070,50602
10114,66968,21,790,34135
10115,67001,21,750,56936
10116,67002,21,6120,607188
10117,67003,21,1200,85204
10118,67004,21,380,18883
10119,67005,21,7280,296867
10120,67008,21,200,9357
10121,67009,21,350,18264
10122,67010,21,6110,344203
10123,67013,21,1370,70939
10124,67017,21,1040,87682
10125,67019,21,380,16378
10126,67020,21,710,38840
10127,67022,21,660,31995
10128,67023,21,90,4129
10129,67024,21,340,14862
10130,67025,21,1750,103999
10131,67026,21,2160,146835
10132,67029,21,520,28645
10133,67030,21,1210,86736
10134,67031,21,980,53751
10135,67035,21,460,27006
10136,67037,21,12870,798129
10137,67038,21,240,10302
10138,67039,21,1490,80476
10139,67042,21,7180,347918
10140,67045,21,1660,69332
10141,67047,21,280,10153
10142,67050,21,910,54215
10143,67051,21,210,12329
10144,67052,21,3620,267901
10145,67054,21,540,33134
10146,67056,21,1340,71755
10147,67057,21,110,6282
10148,67058,21,970,52545
10149,67059,21,460,25211
10150,67060,21,6220,299059
10151,67062,21,1810,104605
10152,67063,21,1620,84862
10153,67065,21,110,5596
10154,67066,21,130,7719
10155,67067,21,790,56822
10156,67068,21,2080,101755
10157,67070,21,590,59832
10158,67072,21,100,4042
10159,67073,21,120,5861
10160,67074,21,720,37542
10161,67101,21,1830,130250
10162,67103,21,120,7174
10163,67104,21,1230,69200
10164,67106,21,170,10312
10165,67107,21,1420,117588
10166,67108,21,770,42870
10167,67109,21,190,10819
10168,67110,21,3840,212843
10169,67111,21,170,7794
10170,67112,21,110,5482
10171,67114,21,9890,477350
10172,67117,21,750,47029
10173,67118,21,340,19520
10174,67119,21,650,34705
10175,67120,21,620,36137
10176,67123,21,300,14864
10177,67124,21,3940,219046
10178,67127,21,330,17216
10179,67131,21,110,5287
10180,67132,21,130,6125
10181,67133,21,2960,185480
10182,67134,21,170,11381
10183,67135,21,1470,85305
10184,67137,21,260,8965
10185,67138,21,190,10282
10186,67140,21,320,16801
10187,67142,21,170,9930
10188,67144,21,1230,73258
10189,67146,21,820,45466
10190,67147,21,4430,289905
10191,67149,21,510,37546
10192,67151,21,210,10553
10193,67152,21,4170,197026
10194,67154,21,660,38787
10195,67156,21,6580,317188
10196,67159,21,120,6500
10197,67202,21,860,74521
10198,67203,21,13740,508242
10199,67204,21,9680,507842
10200,67205,21,7850,774043
10201,67206,21,7690,1257739
10202,67207,21,13140,627253
10203,67208,21,8290,394215
10204,67209,21,6470,354408
10205,67210,21,3470,128132
10206,67211,21,8520,256643
10207,67212,21,21590,1121817
10208,67213,21,8910,272211
10209,67214,21,5780,146569
10210,67215,21,2780,162618
10211,67216,21,10230,338422
10212,67217,21,13600,496416
10213,67218,21,10220,418940
10214,67219,21,5050,207835
10215,67220,21,6360,335394
10216,67223,21,260,27582
10217,67226,21,8810,741691
10218,67227,21,140,11143
10219,67228,21,870,137031
10220,67230,21,4750,782801
10221,67232,21,120,10939
10222,67235,21,5600,495236
10223,67301,21,5780,256517
10224,67330,21,720,33127
10225,67332,21,100,4113
10226,67333,21,1270,53977
10227,67335,21,1530,60820
10228,67336,21,680,21623
10229,67337,21,5440,227708
10230,67341,21,180,6524
10231,67342,21,440,18695
10232,67344,21,400,18262
10233,67346,21,150,6789
10234,67347,21,170,7587
10235,67349,21,450,17984
10236,67351,21,180,8009
10237,67352,21,200,5640
10238,67353,21,260,10514
10239,67354,21,320,12140
10240,67355,21,100,4309
10241,67356,21,1150,44068
10242,67357,21,5940,261994
10243,67360,21,160,5175
10244,67361,21,760,33563
10245,67401,21,24500,1219971
10246,67410,21,4870,225864
10247,67416,21,560,26861
10248,67420,21,2270,125866
10249,67422,21,650,32937
10250,67423,21,140,5421
10251,67425,21,340,17609
10252,67427,21,190,8563
10253,67428,21,700,35733
10254,67430,21,320,14656
10255,67431,21,1150,56327
10256,67432,21,2900,148872
10257,67436,21,300,13079
10258,67437,21,580,26189
10259,67438,21,130,5703
10260,67439,21,1420,65614
10261,67441,21,460,19151
10262,67443,21,820,48250
10263,67444,21,240,10876
10264,67445,21,290,11860
10265,67446,21,300,13777
10266,67447,21,140,5729
10267,67448,21,600,30548
10268,67449,21,1380,57656
10269,67450,21,270,14886
10270,67451,21,470,22367
10271,67454,21,330,12449
10272,67455,21,880,35595
10273,67456,21,2130,110342
10274,67457,21,380,18677
10275,67458,21,120,5513
10276,67460,21,7550,414362
10277,67464,21,510,25072
10278,67466,21,330,11748
10279,67467,21,1330,64370
10280,67468,21,140,6445
10281,67470,21,260,11948
10282,67473,21,840,41248
10283,67474,21,120,4424
10284,67480,21,820,41582
10285,67481,21,300,13038
10286,67483,21,140,5670
10287,67484,21,390,17174
10288,67485,21,190,9331
10289,67487,21,620,29168
10290,67490,21,520,22322
10291,67491,21,180,8376
10292,67492,21,130,5127
10293,67501,21,10890,355246
10294,67502,21,11360,742322
10295,67505,21,1170,43067
10296,67510,21,150,6526
10297,67511,21,150,7632
10298,67512,21,100,4573
10299,67514,21,340,12724
10300,67516,21,230,11465
10301,67520,21,180,8181
10302,67522,21,950,51777
10303,67523,21,170,9742
10304,67524,21,310,13849
10305,67525,21,570,33149
10306,67526,21,1310,74160
10307,67529,21,170,7872
10308,67530,21,8820,468533
10309,67543,21,900,42713
10310,67544,21,1570,71526
10311,67545,21,120,6598
10312,67546,21,1200,65362
10313,67547,21,900,44578
10314,67548,21,690,33096
10315,67550,21,2460,113300
10316,67552,21,330,22968
10317,67554,21,1890,87490
10318,67556,21,150,7029
10319,67557,21,310,14928
10320,67560,21,820,52173
10321,67561,21,700,28471
10322,67563,21,170,9638
10323,67564,21,160,7795
10324,67565,21,240,9321
10325,67566,21,290,10838
10326,67567,21,260,11109
10327,67568,21,130,4670
10328,67570,21,570,30529
10329,67572,21,240,13788
10330,67574,21,130,6255
10331,67575,21,230,9482
10332,67576,21,860,44863
10333,67578,21,660,29390
10334,67579,21,1240,65628
10335,67581,21,180,7323
10336,67583,21,440,20205
10337,67584,21,150,11706
10338,67601,21,11090,651386
10339,67621,21,180,7826
10340,67622,21,280,10510
10341,67623,21,120,5336
10342,67625,21,130,4716
10343,67631,21,120,4706
10344,67632,21,120,5018
10345,67634,21,140,5049
10346,67637,21,1280,68411
10347,67638,21,110,4206
10348,67640,21,210,10475
10349,67642,21,890,41238
10350,67643,21,110,4369
10351,67644,21,110,3963
10352,67645,21,250,11681
10353,67646,21,330,14478
10354,67647,21,110,6688
10355,67648,21,260,8927
10356,67649,21,130,4120
10357,67650,21,120,6953
10358,67651,21,250,11139
10359,67653,21,120,4303
10360,67654,21,1870,88453
10361,67657,21,180,8674
10362,67661,21,1680,75216
10363,67663,21,1290,68698
10364,67664,21,120,5500
10365,67665,21,2420,119810
10366,67669,21,870,38951
10367,67671,21,840,48252
10368,67672,21,1200,61831
10369,67701,21,3150,177684
10370,67730,21,860,54602
10371,67731,21,300,15390
10372,67732,21,240,15968
10373,67734,21,110,6925
10374,67735,21,2560,128091
10375,67736,21,100,6648
10376,67737,21,230,16576
10377,67738,21,270,17304
10378,67739,21,120,5975
10379,67740,21,890,66269
10380,67741,21,140,6099
10381,67744,21,120,6056
10382,67745,21,160,10474
10383,67748,21,1310,79199
10384,67749,21,1070,54845
10385,67751,21,100,6248
10386,67752,21,700,39432
10387,67753,21,220,12141
10388,67756,21,970,46517
10389,67757,21,210,12986
10390,67758,21,520,29326
10391,67761,21,100,7645
10392,67762,21,140,7607
10393,67764,21,150,10627
10394,67801,21,14110,614551
10395,67831,21,490,23521
10396,67834,21,440,27214
10397,67835,21,1340,82473
10398,67837,21,360,26694
10399,67838,21,440,21910
10400,67839,21,730,42771
10401,67841,21,150,6881
10402,67842,21,210,14114
10403,67844,21,400,25479
10404,67846,21,15770,791189
10405,67849,21,200,9949
10406,67850,21,170,14596
10407,67851,21,1100,60041
10408,67853,21,350,25105
10409,67854,21,670,35432
10410,67855,21,850,59844
10411,67859,21,260,16126
10412,67860,21,1300,79356
10413,67861,21,910,59686
10414,67862,21,110,6033
10415,67863,21,170,10850
10416,67864,21,970,55454
10417,67865,21,480,24147
10418,67867,21,730,59450
10419,67869,21,640,45835
10420,67870,21,660,37024
10421,67871,21,2370,182279
10422,67876,21,570,35389
10423,67877,21,980,57042
10424,67878,21,1000,48212
10425,67879,21,630,40103
10426,67880,21,3230,186938
10427,67882,21,170,11191
10428,67901,21,9060,382562
10429,67950,21,1140,61254
10430,67951,21,2060,130184
10431,67952,21,290,15175
10432,67954,21,340,18249
10433,70001,21,18850,1141648
10434,70002,21,9860,792209
10435,70003,21,19480,1056329
10436,70005,21,12930,1508238
10437,70006,21,7770,511958
10438,70030,21,1750,99659
10439,70031,21,670,31119
10440,70032,21,1740,69243
10441,70036,21,460,25870
10442,70037,21,6960,576552
10443,70039,21,1260,56993
10444,70040,21,520,31646
10445,70041,21,1060,59248
10446,70043,21,7520,274012
10447,70047,21,5950,439366
10448,70049,21,1090,38682
10449,70051,21,940,39128
10450,70052,21,1650,82342
10451,70053,21,6820,286902
10452,70056,21,17470,833776
10453,70057,21,1880,96257
10454,70058,21,17900,778363
10455,70062,21,7140,230363
10456,70065,21,23590,1393506
10457,70067,21,1280,72093
10458,70068,21,14030,711087
10459,70070,21,5780,388257
10460,70071,21,1600,75799
10461,70072,21,24350,1131343
10462,70075,21,2050,102244
10463,70076,21,120,3048
10464,70079,21,1450,78691
10465,70080,21,700,31672
10466,70083,21,1050,50622
10467,70084,21,3140,125111
10468,70085,21,1690,76218
10469,70086,21,950,32522
10470,70087,21,3550,175109
10471,70090,21,3470,174385
10472,70091,21,140,6678
10473,70092,21,2760,94361
10474,70094,21,13540,478611
10475,70112,21,1700,262725
10476,70113,21,2930,112278
10477,70114,21,9260,307468
10478,70115,21,15860,1576093
10479,70116,21,5250,312044
10480,70117,21,11340,325132
10481,70118,21,13090,1322712
10482,70119,21,15960,618785
10483,70121,21,5740,255790
10484,70122,21,14040,608046
10485,70123,21,13330,1046224
10486,70124,21,9620,1095902
10487,70125,21,6390,334162
10488,70126,21,10510,301657
10489,70127,21,9130,268862
10490,70128,21,7610,296769
10491,70129,21,3450,113821
10492,70130,21,7930,1000719
10493,70131,21,11970,822172
10494,70301,21,18210,1107717
10495,70339,21,2410,140312
10496,70341,21,1480,72631
10497,70342,21,2200,172592
10498,70343,21,2490,170939
10499,70344,21,2180,101103
10500,70345,21,4040,356928
10501,70346,21,4650,186299
10502,70353,21,470,17809
10503,70354,21,2170,107378
10504,70355,21,390,19319
10505,70356,21,1010,42856
10506,70357,21,1210,60089
10507,70358,21,510,24207
10508,70359,21,3780,184787
10509,70360,21,12110,1081019
10510,70363,21,10490,447590
10511,70364,21,12650,641537
10512,70372,21,1200,56884
10513,70373,21,2980,182021
10514,70374,21,2990,323442
10515,70375,21,210,12854
10516,70377,21,1490,68736
10517,70380,21,8460,431022
10518,70390,21,2780,136378
10519,70392,21,3700,185441
10520,70393,21,430,16917
10521,70394,21,6200,336738
10522,70395,21,2300,137981
10523,70397,21,490,27087
10524,70401,21,7350,355935
10525,70403,21,10340,475693
10526,70420,21,3630,208290
10527,70422,21,5120,291238
10528,70426,21,1790,63569
10529,70427,21,6750,242226
10530,70431,21,2260,174515
10531,70433,21,15410,1446585
10532,70435,21,7390,529143
10533,70436,21,210,7290
10534,70437,21,3420,222336
10535,70438,21,6990,303893
10536,70441,21,2130,72646
10537,70442,21,190,9230
10538,70443,21,4160,158743
10539,70444,21,3970,155081
10540,70445,21,4550,239179
10541,70446,21,2440,122853
10542,70447,21,5120,524319
10543,70448,21,11140,923718
10544,70449,21,1430,97772
10545,70450,21,1000,40708
10546,70452,21,5500,279942
10547,70453,21,540,21290
10548,70454,21,11840,627779
10549,70455,21,820,49499
10550,70456,21,1210,37195
10551,70458,21,15990,889379
10552,70460,21,9330,429590
10553,70461,21,12130,811227
10554,70462,21,2360,138489
10555,70466,21,3160,121423
10556,70471,21,10090,1155387
10557,70501,21,12530,378066
10558,70503,21,12550,1479134
10559,70506,21,17870,895222
10560,70507,21,7240,340769
10561,70508,21,17020,1893726
10562,70510,21,9910,517593
10563,70512,21,3980,215387
10564,70514,21,1240,47024
10565,70515,21,1330,65774
10566,70516,21,630,30211
10567,70517,21,11620,557764
10568,70518,21,6310,619450
10569,70520,21,8640,516921
10570,70525,21,5300,245772
10571,70526,21,6740,329358
10572,70528,21,1150,57050
10573,70529,21,4870,239418
10574,70531,21,550,29447
10575,70532,21,1300,52474
10576,70533,21,2990,163513
10577,70535,21,7590,390968
10578,70537,21,250,12446
10579,70538,21,5680,243401
10580,70542,21,1310,72121
10581,70543,21,1510,85588
10582,70544,21,4900,200382
10583,70546,21,6650,325634
10584,70548,21,4180,210318
10585,70549,21,1610,86581
10586,70552,21,890,48540
10587,70554,21,2040,98304
10588,70555,21,3380,200832
10589,70559,21,930,45386
10590,70560,21,16890,758726
10591,70563,21,8350,590152
10592,70570,21,15130,611444
10593,70577,21,2040,96166
10594,70578,21,6760,334500
10595,70581,21,410,20115
10596,70582,21,8460,415121
10597,70583,21,5520,284048
10598,70584,21,3000,172792
10599,70586,21,7540,350736
10600,70589,21,1550,82879
10601,70591,21,2130,100447
10602,70592,21,9070,754758
10603,70601,21,13970,521030
10604,70605,21,15020,1223422
10605,70607,21,10840,437225
10606,70611,21,8090,499314
10607,70615,21,5180,185674
10608,70630,21,610,42033
10609,70631,21,490,26836
10610,70632,21,200,10181
10611,70633,21,2990,153729
10612,70634,21,9890,512308
10613,70637,21,330,17714
10614,70638,21,350,16904
10615,70639,21,230,11087
10616,70643,21,140,8613
10617,70645,21,530,32075
10618,70647,21,3840,281754
10619,70648,21,2880,128026
10620,70652,21,810,42637
10621,70653,21,1150,54640
10622,70654,21,150,6097
10623,70655,21,1230,50576
10624,70656,21,1400,62761
10625,70657,21,1890,97328
10626,70658,21,350,16792
10627,70660,21,580,29235
10628,70661,21,790,37079
10629,70662,21,140,6701
10630,70663,21,11890,600017
10631,70665,21,4410,290133
10632,70668,21,2550,105476
10633,70669,21,4330,211701
10634,70706,21,8300,488482
10635,70710,21,2060,113130
10636,70711,21,2290,106309
10637,70714,21,8730,335100
10638,70715,21,530,23624
10639,70719,21,2020,108278
10640,70721,21,270,8765
10641,70722,21,2770,141219
10642,70723,21,690,25951
10643,70725,21,800,32446
10644,70726,21,22210,1173010
10645,70729,21,530,31508
10646,70730,21,1620,81813
10647,70732,21,520,25274
10648,70733,21,780,40213
10649,70734,21,3100,219320
10650,70736,21,220,10646
10651,70737,21,17410,1083723
10652,70739,21,5840,397501
10653,70740,21,600,31674
10654,70744,21,2110,96589
10655,70748,21,2050,103969
10656,70749,21,610,35261
10657,70750,21,720,36080
10658,70752,21,390,21040
10659,70753,21,370,14291
10660,70754,21,4250,212881
10661,70755,21,940,50429
10662,70756,21,220,12299
10663,70757,21,1300,53172
10664,70759,21,620,30502
10665,70760,21,2960,140744
10666,70761,21,380,14565
10667,70762,21,430,31073
10668,70763,21,1650,113845
10669,70764,21,7310,356747
10670,70767,21,6910,346849
10671,70769,21,17030,1317187
10672,70770,21,1770,102684
10673,70772,21,380,21435
10674,70774,21,4510,273572
10675,70775,21,3950,298882
10676,70776,21,1390,88490
10677,70777,21,1930,99540
10678,70778,21,1230,67141
10679,70780,21,490,34764
10680,70783,21,1130,70987
10681,70785,21,9000,461440
10682,70788,21,1920,81760
10683,70789,21,310,9552
10684,70791,21,11710,703980
10685,70802,21,10940,278044
10686,70805,21,12270,275274
10687,70806,21,13160,799403
10688,70807,21,7140,172961
10689,70808,21,14440,1642687
10690,70809,21,12180,1219544
10691,70810,21,18550,2191243
10692,70811,21,6130,204877
10693,70812,21,5200,143987
10694,70814,21,6960,260986
10695,70815,21,13300,581789
10696,70816,21,20650,1082513
10697,70817,21,15840,1217923
10698,70818,21,4560,268918
10699,70819,21,2220,80284
10700,70820,21,5380,268605
10701,71001,21,1930,73310
10702,71003,21,400,18225
10703,71004,21,270,14717
10704,71006,21,5770,418901
10705,71007,21,510,20339
10706,71008,21,310,11712
10707,71016,21,740,33187
10708,71018,21,650,24711
10709,71019,21,3300,194387
10710,71023,21,1510,68005
10711,71024,21,530,23924
10712,71027,21,870,46616
10713,71028,21,650,24759
10714,71029,21,120,8988
10715,71030,21,650,37501
10716,71031,21,340,19618
10717,71032,21,1000,62571
10718,71033,21,1590,80133
10719,71034,21,120,4749
10720,71037,21,8910,503702
10721,71038,21,1540,74585
10722,71039,21,770,35245
10723,71040,21,3000,132853
10724,71043,21,200,8083
10725,71044,21,270,12471
10726,71045,21,280,13492
10727,71046,21,590,29581
10728,71047,21,5060,253583
10729,71049,21,1310,60045
10730,71051,21,970,49099
10731,71052,21,4490,200571
10732,71055,21,8230,414477
10733,71060,21,1200,55649
10734,71061,21,690,35948
10735,71063,21,310,14103
10736,71064,21,1440,55630
10737,71065,21,470,25949
10738,71067,21,1400,53365
10739,71068,21,1400,64054
10740,71069,21,250,8918
10741,71070,21,630,28038
10742,71071,21,1000,50529
10743,71072,21,620,30260
10744,71073,21,970,39035
10745,71075,21,2320,92340
10746,71078,21,2590,159014
10747,71079,21,120,4977
10748,71082,21,1970,77771
10749,71101,21,3300,183345
10750,71103,21,3040,67902
10751,71104,21,6360,294432
10752,71105,21,10320,607486
10753,71106,21,15130,1457647
10754,71107,21,13320,568660
10755,71108,21,8790,217663
10756,71109,21,9440,234098
10757,71110,21,1670,57593
10758,71111,21,17560,1041418
10759,71112,21,14430,663783
10760,71115,21,6980,544958
10761,71118,21,10960,475442
10762,71119,21,5370,287878
10763,71129,21,6560,275322
10764,71201,21,9350,697178
10765,71202,21,10880,249313
10766,71203,21,14690,678549
10767,71219,21,500,25838
10768,71220,21,8990,313161
10769,71222,21,1280,52770
10770,71223,21,200,6433
10771,71225,21,3140,190506
10772,71226,21,700,34343
10773,71227,21,1530,90952
10774,71229,21,640,27440
10775,71232,21,2720,123320
10776,71234,21,1800,95601
10777,71235,21,1800,92130
10778,71237,21,460,17828
10779,71238,21,1220,56975
10780,71241,21,4100,189804
10781,71243,21,110,6627
10782,71245,21,1250,35220
10783,71251,21,3220,137121
10784,71254,21,2330,91323
10785,71256,21,220,8087
10786,71259,21,730,39685
10787,71260,21,1160,48169
10788,71261,21,680,35502
10789,71263,21,3030,144951
10790,71264,21,410,25719
10791,71266,21,600,26282
10792,71268,21,1140,62487
10793,71269,21,4830,208496
10794,71270,21,11570,577783
10795,71275,21,1040,42294
10796,71276,21,100,4723
10797,71277,21,640,25719
10798,71280,21,1750,94145
10799,71282,21,3440,114562
10800,71286,21,230,11481
10801,71291,21,14540,782243
10802,71292,21,8950,366929
10803,71295,21,5220,219071
10804,71301,21,9220,438256
10805,71302,21,6230,209357
10806,71303,21,9280,592330
10807,71322,21,2500,119030
10808,71323,21,430,18404
10809,71325,21,490,23518
10810,71326,21,510,16086
10811,71327,21,1510,66537
10812,71328,21,3040,158722
10813,71331,21,420,24092
10814,71333,21,280,12046
10815,71334,21,3270,137252
10816,71336,21,660,28179
10817,71340,21,450,24352
10818,71341,21,1270,53872
10819,71342,21,2860,177248
10820,71343,21,2960,137713
10821,71346,21,1170,60748
10822,71350,21,1750,74267
10823,71351,21,4820,198793
10824,71353,21,700,24075
10825,71354,21,630,38775
10826,71355,21,1040,50554
10827,71356,21,240,8544
10828,71357,21,720,35542
10829,71358,21,420,16735
10830,71360,21,14280,703332
10831,71362,21,810,40056
10832,71366,21,810,37225
10833,71367,21,470,22085
10834,71368,21,540,19447
10835,71369,21,1100,36922
10836,71371,21,740,45887
10837,71373,21,3070,136953
10838,71375,21,410,13456
10839,71378,21,900,31976
10840,71403,21,1910,99695
10841,71404,21,300,14055
10842,71405,21,2440,103145
10843,71407,21,450,20199
10844,71409,21,2800,154567
10845,71411,21,1090,45931
10846,71416,21,320,10257
10847,71417,21,1970,78221
10848,71418,21,2520,119783
10849,71419,21,870,59538
10850,71422,21,580,26341
10851,71423,21,1990,97025
10852,71424,21,510,24499
10853,71427,21,110,3688
10854,71429,21,1200,63442
10855,71430,21,1010,44468
10856,71432,21,380,20087
10857,71433,21,1710,71961
10858,71435,21,1270,62796
10859,71438,21,730,37248
10860,71439,21,750,39412
10861,71441,21,210,11092
10862,71446,21,9050,425958
10863,71447,21,550,22846
10864,71449,21,3600,220703
10865,71450,21,400,21772
10866,71454,21,950,43350
10867,71456,21,530,26854
10868,71457,21,10050,464286
10869,71459,21,4470,146900
10870,71461,21,1360,52296
10871,71462,21,540,27505
10872,71463,21,3110,131617
10873,71465,21,1170,62678
10874,71466,21,230,9492
10875,71467,21,2120,96837
10876,71468,21,360,16523
10877,71469,21,1060,53030
10878,71472,21,130,7075
10879,71473,21,170,6687
10880,71479,21,270,16034
10881,71483,21,3610,163639
10882,71485,21,1020,80954
10883,71486,21,1790,85593
10884,71601,21,5950,163902
10885,71602,21,7060,329912
10886,71603,21,13290,562653
10887,71631,21,240,8730
10888,71635,21,5050,217905
10889,71638,21,1220,42488
10890,71639,21,2630,100373
10891,71640,21,1110,33260
10892,71642,21,250,8947
10893,71643,21,450,17046
10894,71644,21,350,15488
10895,71646,21,2500,110851
10896,71647,21,670,24779
10897,71652,21,400,16115
10898,71653,21,1980,104382
10899,71654,21,1710,77981
10900,71655,21,5290,235699
10901,71658,21,240,7183
10902,71660,21,320,13590
10903,71663,21,290,24811
10904,71665,21,2250,104619
10905,71667,21,2940,124324
10906,71670,21,520,21011
10907,71671,21,3390,135793
10908,71674,21,260,9822
10909,71675,21,730,29320
10910,71676,21,270,10813
10911,71701,21,7410,308501
10912,71720,21,1010,37876
10913,71725,21,230,6386
10914,71726,21,480,15554
10915,71730,21,13390,886295
10916,71740,21,660,29808
10917,71742,21,2130,76397
10918,71743,21,1560,53916
10919,71744,21,1180,51060
10920,71747,21,380,13278
10921,71749,21,1000,44916
10922,71751,21,350,16106
10923,71752,21,370,11962
10924,71753,21,5730,272738
10925,71758,21,170,8195
10926,71762,21,1030,63872
10927,71763,21,650,26895
10928,71764,21,680,25741
10929,71765,21,890,31953
10930,71766,21,280,9728
10931,71770,21,1200,48620
10932,71801,21,5780,201755
10933,71822,21,3380,144550
10934,71825,21,240,9235
10935,71826,21,420,16546
10936,71827,21,300,11179
10937,71832,21,3810,139732
10938,71833,21,830,33239
10939,71834,21,460,19122
10940,71835,21,490,19224
10941,71836,21,1100,43229
10942,71837,21,1880,75997
10943,71838,21,400,12639
10944,71841,21,310,10794
10945,71842,21,850,32225
10946,71845,21,810,28285
10947,71846,21,990,37062
10948,71847,21,250,8665
10949,71851,21,880,27437
10950,71852,21,4000,148073
10951,71853,21,180,6801
10952,71854,21,14720,718536
10953,71855,21,270,7537
10954,71857,21,2340,83678
10955,71858,21,590,22092
10956,71859,21,140,5149
10957,71860,21,940,34962
10958,71861,21,820,40887
10959,71862,21,280,9911
10960,71866,21,250,10216
10961,71901,21,11640,575377
10962,71909,21,8120,497821
10963,71913,21,19480,929795
10964,71921,21,1140,38849
10965,71923,21,5800,255389
10966,71929,21,1840,78828
10967,71933,21,520,18949
10968,71935,21,240,7300
10969,71937,21,670,23210
10970,71940,21,560,21342
10971,71941,21,730,28832
10972,71943,21,1660,63296
10973,71944,21,240,8134
10974,71945,21,490,17466
10975,71949,21,720,24278
10976,71950,21,330,11813
10977,71953,21,5540,218307
10978,71956,21,730,23230
10979,71957,21,1230,49707
10980,71958,21,950,37864
10981,71959,21,260,9033
10982,71960,21,460,15616
10983,71961,21,330,12033
10984,71962,21,290,11050
10985,71964,21,1570,68539
10986,71965,21,130,5456
10987,71968,21,1850,97862
10988,71969,21,110,3554
10989,71970,21,230,7469
10990,71971,21,150,5201
10991,71972,21,140,5361
10992,71973,21,500,15992
10993,72001,21,180,5926
10994,72002,21,6720,336768
10995,72003,21,320,15152
10996,72004,21,490,15776
10997,72006,21,970,36753
10998,72007,21,3240,165718
10999,72010,21,2360,104472
11000,72011,21,1830,82480
11001,72012,21,5100,240448
11002,72013,21,790,38494
11003,72015,21,11150,504467
11004,72016,21,1220,57471
11005,72017,21,260,9388
11006,72019,21,10370,658073
11007,72020,21,1430,56313
11008,72021,21,1690,60824
11009,72022,21,7120,378933
11010,72023,21,14750,852156
11011,72024,21,1470,103118
11012,72025,21,300,11120
11013,72026,21,130,5382
11014,72027,21,530,28644
11015,72029,21,750,26247
11016,72030,21,260,12377
11017,72031,21,2870,119187
11018,72032,21,13150,572467
11019,72034,21,18820,1092192
11020,72036,21,310,7494
11021,72039,21,860,36976
11022,72040,21,1040,42360
11023,72041,21,560,22202
11024,72042,21,2090,103967
11025,72044,21,340,14956
11026,72045,21,460,22359
11027,72046,21,1640,77188
11028,72047,21,390,17864
11029,72051,21,210,6833
11030,72055,21,360,15986
11031,72057,21,410,18650
11032,72058,21,6570,357365
11033,72060,21,250,10068
11034,72061,21,200,10040
11035,72063,21,630,27617
11036,72064,21,1010,45402
11037,72065,21,2120,112000
11038,72067,21,1090,46927
11039,72068,21,210,7281
11040,72069,21,530,20378
11041,72070,21,690,26692
11042,72072,21,220,10269
11043,72073,21,560,20007
11044,72076,21,16260,632183
11045,72079,21,340,14371
11046,72080,21,250,10133
11047,72081,21,2940,112062
11048,72082,21,690,18833
11049,72084,21,420,15118
11050,72086,21,4430,201720
11051,72087,21,640,28841
11052,72088,21,920,40096
11053,72101,21,1320,61708
11054,72102,21,1050,40774
11055,72103,21,5710,227788
11056,72104,21,8740,351172
11057,72106,21,2320,108722
11058,72110,21,4600,212418
11059,72111,21,490,23926
11060,72112,21,3560,150272
11061,72113,21,10750,761902
11062,72114,21,4340,103729
11063,72116,21,10670,698043
11064,72117,21,5640,183068
11065,72118,21,9900,384400
11066,72120,21,15130,865413
11067,72121,21,1040,46533
11068,72122,21,560,38570
11069,72125,21,350,13658
11070,72126,21,1510,67998
11071,72127,21,920,39866
11072,72128,21,340,13688
11073,72129,21,560,23378
11074,72130,21,140,5599
11075,72131,21,1820,95504
11076,72132,21,1420,68423
11077,72134,21,180,7935
11078,72135,21,1250,102335
